0.0,-0.34345450200000005,0.16170252699999998,-0.316603182,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.599916285,4.318779684,3.268256385,6.854456686
1.0,-1.802002198,2.244319558,-0.629189193,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.875856156,7.856494564,6.636059444,7.562718389
2.0,-0.202945942,-0.879605988,0.808706461,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.996272705,6.633952219,1.570536309,6.121617218
3.0,0.596582186,-0.879605988,-0.00401717,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.366205692,5.697239363,1.244737524,5.889124743
4.0,-0.602710006,0.16170252699999998,0.683672057,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.963538136,6.20258152,1.685048334,6.191994308
5.0,-0.202945942,0.16170252699999998,0.058500033,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.7620903530000005,8.26479485,4.707898257,7.219441638
6.0,0.596582186,1.203011042,-0.06653437200000001,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.594043861,8.132572135,6.809763433,7.588557441
7.0,-1.337276106,-0.879605988,0.683672057,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.908234589,6.897206979,1.979112176,6.352848408
8.0,0.99634625,1.203011042,-0.7542235979999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.131346488,5.342383246,3.285926872,6.859848824
9.0,-0.602710006,0.16170252699999998,0.621154854,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.602322762,5.292147977,1.742895848,6.22574807
10.0,0.196818122,0.16170252699999998,-0.06653437200000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.982110605,8.392771534,3.731271658,6.986949162
11.0,-0.602710006,0.16170252699999998,0.433603247,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.542803181,7.757289274,2.055528437,6.390733021
12.0,-1.402238134,-0.879605988,0.058500033,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4407695880000002,7.528073752,1.090277453,5.756632267
13.0,1.2121639,-0.879605988,-0.00401717,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.950410991,7.934037208999999,1.915839433,6.320355932
14.0,0.196818122,-0.879605988,0.308568842,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.977148336,6.08907621,1.204942933,5.856632267
15.0,0.596582186,0.16170252699999998,1.996533306,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.390367428,4.421211523999999,1.337180188,5.960763118
16.0,0.99634625,0.16170252699999998,1.621430092,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.736313596,6.294167449,2.778175031,6.691994308
17.0,-0.202945942,-0.879605988,-1.129326812,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5073948079999999,7.423084102000001,1.204942933,5.856632267
18.0,0.99634625,0.16170252699999998,-0.629189193,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.855671364,1.856800369,2.27171025,6.490733021
19.0,-0.602710006,0.16170252699999998,0.183534438,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.770974584,5.387644697000001,2.346736026,6.523225497
20.0,1.396110314,2.244319558,-0.379120384,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.39945721,7.866433482000001,2.293447058,6.500256011
21.0,0.596582186,-0.879605988,0.24605164,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6762934070000001,5.192398998,1.733523206,6.220355932
22.0,1.396110314,1.203011042,-0.566671991,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.042679691,2.361596761,2.527388071,6.597386446
23.0,-0.602710006,2.244319558,0.621154854,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.596619876,7.570358564,4.300643092,7.128964627
